goalnum;PR_GOALNUM;goalnum;model;real;TIME
0;0.019080756804149;0;1715;1579;28/05/2018
0;0.019038081048314;3;1715;1582;28/05/2018
1;0.018874546473339;1;1716;1583;28/05/2018
1;0.018765606881602;0;1717;1583;28/05/2018
0;0.018615311173605;5;1717;1588;28/05/2018
0;0.018575689310167;0;1717;1588;29/05/2018
0;0.018564407320239;0;1717;1588;29/05/2018
0;0.01849785036946;0;1717;1588;29/05/2018
1;0.018015929646611;0;1718;1588;29/05/2018
1;0.017944345519599;1;1719;1589;29/05/2018
0;0.017763457197993;0;1719;1589;29/05/2018
1;0.017712053953312;0;1720;1589;29/05/2018
0;0.017635931762304;0;1720;1589;29/05/2018
0;0.017529745265849;0;1720;1589;29/05/2018
0;0.017489909905124;1;1720;1590;29/05/2018
0;0.017335761389622;0;1720;1590;30/05/2018
2;0.017184380146287;1;1722;1591;30/05/2018
0;0.017137798165388;1;1722;1592;30/05/2018
0;0.017036940521351;3;1722;1595;30/05/2018
1;0.017027370886056;1;1723;1596;30/05/2018
1;0.016977281899052;1;1724;1597;30/05/2018
0;0.01684674553496;0;1724;1597;30/05/2018
0;0.016660994080593;0;1724;1597;30/05/2018
0;0.016657325614944;0;1724;1597;30/05/2018
2;0.016617398437483;0;1726;1597;30/05/2018
0;0.016574855592507;2;1726;1599;30/05/2018
0;0.01646550855524;1;1726;1600;30/05/2018
1;0.016402636187894;0;1727;1600;30/05/2018
1;0.016262479814753;0;1728;1600;30/05/2018
3;0.015953738995191;0;1731;1600;30/05/2018
1;0.015942481505023;0;1732;1600;30/05/2018
0;0.015922463971687;0;1732;1600;30/05/2018
1;0.01585028197417;0;1733;1600;30/05/2018
1;0.015796664276488;0;1734;1600;30/05/2018
0;0.015770341121345;1;1734;1601;30/05/2018
2;0.015744672541337;0;1736;1601;30/05/2018
0;0.015723913167579;0;1736;1601;30/05/2018
0;0.015507289792591;1;1736;1602;30/05/2018
1;0.015483298969776;0;1737;1602;30/05/2018
0;0.015454583369868;0;1737;1602;30/05/2018
0;0.015398398747569;0;1737;1602;30/05/2018
2;0.015354281101497;1;1739;1603;30/05/2018
0;0.015354281101497;0;1739;1603;31/05/2018
0;0.015280087541569;0;1739;1603;31/05/2018
0;0.015277522263461;0;1739;1603;31/05/2018
0;0.015277522263461;0;1739;1603;31/05/2018
1;0.015081377315625;0;1740;1603;31/05/2018
0;0.01507671450011;0;1740;1603;31/05/2018
1;0.015046893797124;0;1741;1603;31/05/2018
1;0.015046893797124;3;1742;1606;31/05/2018
4;0.015046893797124;2;1746;1608;31/05/2018
0;0.015046893797124;0;1746;1608;31/05/2018
0;0.015046893797124;0;1746;1608;31/05/2018
0;0.014866128423062;0;1746;1608;31/05/2018
1;0.014837905240722;0;1747;1608;31/05/2018
0;0.014837024709589;0;1747;1608;31/05/2018
0;0.014755324296109;1;1747;1609;31/05/2018
1;0.014712464474889;0;1748;1609;31/05/2018
0;0.014668141408745;0;1748;1609;31/05/2018
0;0.014551816113141;1;1748;1610;31/05/2018
0;0.01451440521743;0;1748;1610;31/05/2018
1;0.014490596806504;1;1749;1611;31/05/2018
0;0.014484550654864;1;1749;1612;31/05/2018
1;0.014417604615946;0;1750;1612;31/05/2018
1;0.014346986384787;2;1751;1614;31/05/2018
0;0.014332693085921;0;1751;1614;31/05/2018
2;0.014324772653153;0;1753;1614;31/05/2018
1;0.0142174663027;0;1754;1614;31/05/2018
0;0.014215601609339;0;1754;1614;31/05/2018
0;0.014178885310645;0;1754;1614;31/05/2018
1;0.014169731424477;0;1755;1614;31/05/2018
0;0.014158830438499;0;1755;1614;31/05/2018
0;0.014083408047831;1;1755;1615;31/05/2018
0;0.013960528716265;1;1755;1616;31/05/2018
1;0.013955596061695;0;1756;1616;01/06/2018
0;0.01389700439208;0;1756;1616;04/06/2018
0;0.013874852998094;0;1756;1616;04/06/2018
1;0.013822897117455;0;1757;1616;04/06/2018
0;0.013763370277329;0;1757;1616;04/06/2018
0;0.013641387191457;0;1757;1616;04/06/2018
0;0.013634414163725;0;1757;1616;04/06/2018
1;0.013539063582374;0;1758;1616;04/06/2018
0;0.013512717716801;0;1758;1616;04/06/2018
0;0.013486201604821;0;1758;1616;04/06/2018
1;0.013417520279493;0;1759;1616;04/06/2018
0;0.013397220971775;2;1759;1618;04/06/2018
0;0.013385070368069;0;1759;1618;04/06/2018
0;0.013312783932576;0;1759;1618;04/06/2018
0;0.01320118346748;0;1759;1618;04/06/2018
1;0.013186111946305;0;1760;1618;04/06/2018
1;0.013106391594911;0;1761;1618;04/06/2018
0;0.013101554545773;0;1761;1618;04/06/2018
0;0.012986674192155;0;1761;1618;04/06/2018
0;0.012927985135856;0;1761;1618;04/06/2018
0;0.012828541352671;0;1761;1618;04/06/2018
0;0.012773510694642;0;1761;1618;04/06/2018
0;0.01269782864081;0;1761;1618;04/06/2018
0;0.012694797932757;0;1761;1618;04/06/2018
0;0.01269342963074;0;1761;1618;04/06/2018
0;0.012623745688504;0;1761;1618;04/06/2018
0;0.012609065688592;1;1761;1619;04/06/2018
0;0.01255494113221;0;1761;1619;04/06/2018
0;0.012493729224959;0;1761;1619;04/06/2018
0;0.012472754350169;1;1761;1620;04/06/2018
1;0.012444256120819;0;1762;1620;04/06/2018
1;0.012429326608605;3;1763;1623;04/06/2018
0;0.012367393734214;0;1763;1623;04/06/2018
0;0.012344966125255;0;1763;1623;04/06/2018
0;0.011871591395834;0;1763;1623;04/06/2018
0;0.011837975838572;0;1763;1623;05/06/2018
0;0.011834385423052;0;1763;1623;05/06/2018
4;0.011793801063797;0;1767;1623;05/06/2018
0;0.011770697965804;0;1767;1623;05/06/2018
0;0.011720482887795;0;1767;1623;05/06/2018
0;0.011709310160615;0;1767;1623;05/06/2018
0;0.011625511634535;0;1767;1623;05/06/2018
0;0.011611966853438;0;1767;1623;05/06/2018
1;0.011600995596138;0;1768;1623;05/06/2018
1;0.011600995596138;1;1769;1624;05/06/2018
12;0.011600995596138;1;1781;1625;05/06/2018
0;0.011522911800185;2;1781;1627;05/06/2018
1;0.011505330516379;1;1782;1628;05/06/2018
0;0.011499589079689;0;1782;1628;05/06/2018
0;0.011470420074895;1;1782;1629;05/06/2018
7;0.011438886946584;1;1789;1630;05/06/2018
0;0.011416749812025;1;1789;1631;05/06/2018
0;0.011402556798172;0;1789;1631;05/06/2018
1;0.011386514786782;6;1790;1637;05/06/2018
3;0.011372632165952;0;1793;1637;05/06/2018
0;0.011372632165952;0;1793;1637;05/06/2018
0;0.011372632165952;0;1793;1637;05/06/2018
0;0.011372632165952;0;1793;1637;05/06/2018
0;0.011372632165952;1;1793;1638;05/06/2018
0;0.011372632165952;1;1793;1639;05/06/2018
0;0.011341151413353;0;1793;1639;05/06/2018
0;0.011265646248906;1;1793;1640;05/06/2018
0;0.011195489715185;0;1793;1640;05/06/2018
0;0.011122000243406;0;1793;1640;05/06/2018
0;0.011042242914653;0;1793;1640;05/06/2018
1;0.011021291397704;0;1794;1640;05/06/2018
0;0.010980161482193;1;1794;1641;05/06/2018
0;0.010969088090283;14;1794;1655;05/06/2018
0;0.010934201314572;5;1794;1660;05/06/2018
0;0.010916136730535;0;1794;1660;05/06/2018
0;0.010855894369244;0;1794;1660;05/06/2018
0;0.010848769203877;0;1794;1660;05/06/2018
0;0.010834063008274;1;1794;1661;06/06/2018
0;0.010812760889852;0;1794;1661;06/06/2018
0;0.010775144509247;0;1794;1661;06/06/2018
0;0.010753770894323;0;1794;1661;06/06/2018
0;0.010753770894323;0;1794;1661;06/06/2018
0;0.010753770894323;0;1794;1661;06/06/2018
0;0.010734435309046;0;1794;1661;06/06/2018
2;0.01070192987173;0;1796;1661;06/06/2018
0;0.010691283635272;2;1796;1663;06/06/2018
0;0.010672752432719;0;1796;1663;06/06/2018
0;0.010654926688765;11;1796;1674;07/06/2018
1;0.010654926688765;0;1797;1674;08/06/2018
1;0.010618560374975;0;1798;1674;08/06/2018
0;0.010613544290098;0;1798;1674;08/06/2018
0;0.010609355038773;0;1798;1674;08/06/2018
2;0.010599027453992;0;1800;1674;08/06/2018
0;0.010589381825205;0;1800;1674;08/06/2018
1;0.010457178031085;2;1801;1676;08/06/2018
1;0.010434081244268;3;1802;1679;08/06/2018
0;0.010385673513935;2;1802;1681;08/06/2018
1;0.010331462241518;0;1803;1681;08/06/2018
0;0.010264648934445;0;1803;1681;08/06/2018
0;0.010244367960566;0;1803;1681;08/06/2018
0;0.010123804044676;0;1803;1681;08/06/2018
0;0.010067908485708;9;1803;1690;08/06/2018
1;0.010020592772804;1;1804;1691;08/06/2018
0;0.010006963222448;0;1804;1691;08/06/2018
0;0.0099819696377938;0;1804;1691;08/06/2018
1;0.0099360859328957;0;1805;1691;08/06/2018
0;0.0098494386365814;1;1805;1692;08/06/2018
1;0.0098303407638543;2;1806;1694;08/06/2018
0;0.0098270051061718;5;1806;1699;08/06/2018
0;0.0097581715019111;0;1806;1699;08/06/2018
0;0.0097476615008823;0;1806;1699;08/06/2018
1;0.0097476615008823;1;1807;1700;08/06/2018
7;0.0096595871385702;0;1814;1700;09/06/2018
1;0.009648360043241;1;1815;1701;09/06/2018
0;0.0095882901129224;0;1815;1701;09/06/2018
1;0.0095718226548284;5;1816;1706;09/06/2018
0;0.009470372804925;1;1816;1707;09/06/2018
0;0.0094698511708746;1;1816;1708;09/06/2018
0;0.0094658979194766;0;1816;1708;09/06/2018
10;0.0094414613603524;0;1826;1708;09/06/2018
0;0.0094310333168092;0;1826;1708;09/06/2018
1;0.0094150628934212;0;1827;1708;09/06/2018
0;0.0094088821902164;3;1827;1711;09/06/2018
0;0.0094056176552132;0;1827;1711;09/06/2018
0;0.0093235353320518;0;1827;1711;09/06/2018
0;0.0093235353320518;0;1827;1711;09/06/2018
0;0.0093181751842222;0;1827;1711;09/06/2018
4;0.0093172946530893;0;1831;1711;09/06/2018
9;0.0093172946530893;0;1840;1711;09/06/2018
2;0.0093172946530893;0;1842;1711;09/06/2018
0;0.0093128712246734;0;1842;1711;09/06/2018
0;0.009275470013316;0;1842;1711;09/06/2018
0;0.0092538348834189;0;1842;1711;09/06/2018
0;0.0092412826418161;0;1842;1711;13/06/2018
0;0.0092336886279744;4;1842;1715;13/06/2018
0;0.009225052246333;0;1842;1715;13/06/2018
0;0.0091941784675598;0;1842;1715;13/06/2018
0;0.0091941784675598;0;1842;1715;13/06/2018
0;0.0091941784675598;0;1842;1715;13/06/2018
0;0.0091941784675598;0;1842;1715;13/06/2018
0;0.0091720923374993;2;1842;1717;14/06/2018
0;0.009150934727814;2;1842;1719;14/06/2018
0;0.0091268899424132;0;1842;1719;14/06/2018
1;0.0091187904624804;0;1843;1719;14/06/2018
0;0.0091176929972236;5;1843;1724;14/06/2018
0;0.00906186187245;0;1843;1724;14/06/2018
0;0.0090611084874494;0;1843;1724;14/06/2018
0;0.0090512995484384;0;1843;1724;14/06/2018
1;0.0090022212362311;0;1844;1724;14/06/2018
0;0.0089767563963153;0;1844;1724;14/06/2018
1;0.0089387805105547;1;1845;1725;14/06/2018
0;0.0089387805105547;1;1845;1726;14/06/2018
0;0.0089043971164082;0;1845;1726;14/06/2018
0;0.0089016737840491;0;1845;1726;14/06/2018
0;0.0088982903406054;1;1845;1727;14/06/2018
0;0.0088824189794914;0;1845;1727;14/06/2018
0;0.0088119818501793;0;1845;1727;14/06/2018
0;0.0087936691912456;1;1845;1728;14/06/2018
0;0.008763600549587;0;1845;1728;14/06/2018
1;0.0087278101663427;0;1846;1728;14/06/2018
0;0.0087106360288975;0;1846;1728;14/06/2018
1;0.0087070097967554;2;1847;1730;14/06/2018
0;0.0086649076517131;0;1847;1730;14/06/2018
0;0.0086510577274375;1;1847;1731;14/06/2018
0;0.0085465089765259;0;1847;1731;14/06/2018
0;0.0085322169883389;0;1847;1731;15/06/2018
0;0.0085058625002862;0;1847;1731;15/06/2018
8;0.0084816085464898;0;1855;1731;15/06/2018
6;0.0084665924897897;0;1861;1731;15/06/2018
0;0.008459206193757;0;1861;1731;15/06/2018
0;0.0084405447801007;3;1861;1734;15/06/2018
0;0.0084405447801007;0;1861;1734;15/06/2018
0;0.0084206505471817;0;1861;1734;15/06/2018
0;0.0084119074953274;0;1861;1734;15/06/2018
0;0.0084052163593299;0;1861;1734;15/06/2018
1;0.008382772045511;0;1862;1734;15/06/2018
0;0.0083557435401423;0;1862;1734;15/06/2018
0;0.0083556046402442;0;1862;1734;15/06/2018
0;0.008338036843989;0;1862;1734;18/06/2018
0;0.0083340876921758;0;1862;1734;18/06/2018
0;0.0082581901975069;6;1862;1740;18/06/2018
1;0.0081955831591777;0;1863;1740;18/06/2018
0;0.0081876750634392;1;1863;1741;18/06/2018
0;0.0081676653013489;1;1863;1742;18/06/2018
0;0.0081568441032316;1;1863;1743;18/06/2018
0;0.0081391141202438;1;1863;1744;18/06/2018
1;0.0081211841164794;1;1864;1745;18/06/2018
2;0.0081155946084836;0;1866;1745;18/06/2018
0;0.0081024857305847;1;1866;1746;18/06/2018
0;0.0080802398727771;6;1866;1752;18/06/2018
1;0.0080276872443297;3;1867;1755;18/06/2018
0;0.0080276872443297;1;1867;1756;19/06/2018
0;0.007954053335391;0;1867;1756;19/06/2018
0;0.007954053335391;0;1867;1756;19/06/2018
0;0.007954053335391;1;1867;1757;19/06/2018
0;0.007935877018834;0;1867;1757;19/06/2018
1;0.0079304578151423;0;1868;1757;19/06/2018
2;0.0079290376915338;0;1870;1757;19/06/2018
0;0.0078945451405909;1;1870;1758;19/06/2018
0;0.0078014474590707;0;1870;1758;19/06/2018
0;0.0077389571247509;1;1870;1759;19/06/2018
1;0.0077323601437499;0;1871;1759;19/06/2018
0;0.0077059877389262;0;1871;1759;19/06/2018
0;0.0077039502936222;0;1871;1759;19/06/2018
0;0.0077007985219885;0;1871;1759;19/06/2018
4;0.0076586049666501;0;1875;1759;19/06/2018
0;0.0076554273882354;1;1875;1760;19/06/2018
0;0.0076299709190309;2;1875;1762;19/06/2018
0;0.0075946979918397;0;1875;1762;19/06/2018
1;0.0075780945481843;0;1876;1762;19/06/2018
0;0.0075494262199412;0;1876;1762;19/06/2018
0;0.0075390961273091;0;1876;1762;19/06/2018
0;0.0075382519560474;0;1876;1762;19/06/2018
2;0.0075374436697631;0;1878;1762;19/06/2018
1;0.0075367164620201;0;1879;1762;20/06/2018
0;0.0075367164620201;1;1879;1763;20/06/2018
0;0.0075295384086114;3;1879;1766;20/06/2018
0;0.0075188469885007;1;1879;1767;20/06/2018
1;0.0074921249307272;0;1880;1767;20/06/2018
1;0.0074712566204433;0;1881;1767;20/06/2018
0;0.0074286677619151;2;1881;1769;20/06/2018
0;0.0074166764098869;0;1881;1769;20/06/2018
0;0.0074098028903976;0;1881;1769;20/06/2018
0;0.0073479766759936;0;1881;1769;20/06/2018
0;0.0073339678467338;0;1881;1769;20/06/2018
3;0.0073073104089004;0;1884;1769;20/06/2018
2;0.0073056570516566;0;1886;1769;20/06/2018
3;0.0073036908494371;2;1889;1771;20/06/2018
1;0.0072649424664221;0;1890;1771;20/06/2018
0;0.007251251380533;0;1890;1771;20/06/2018
1;0.007251251380533;0;1891;1771;20/06/2018
0;0.007225432859893;0;1891;1771;20/06/2018
1;0.0072071337344603;0;1892;1771;21/06/2018
0;0.0072071337344603;2;1892;1773;21/06/2018
1;0.0072071337344603;0;1893;1773;21/06/2018
1;0.0072071337344603;0;1894;1773;21/06/2018
4;0.0072022650170616;0;1898;1773;21/06/2018
0;0.0071457157341195;3;1898;1776;21/06/2018
0;0.0071262738076166;1;1898;1777;21/06/2018
0;0.0071089838591149;0;1898;1777;21/06/2018
0;0.0071085040927492;0;1898;1777;21/06/2018
1;0.0070803897942846;0;1899;1777;21/06/2018
0;0.0070803897942846;6;1899;1783;21/06/2018
0;0.0070803897942846;1;1899;1784;21/06/2018
0;0.0070429559326282;1;1899;1785;21/06/2018
1;0.0070266198075873;0;1900;1785;21/06/2018
0;0.0070150213819199;2;1900;1787;21/06/2018
2;0.0069894610549112;1;1902;1788;21/06/2018
0;0.0069881209716784;9;1902;1797;22/06/2018
0;0.0069350894749685;0;1902;1797;22/06/2018
0;0.0069278731470882;0;1902;1797;25/06/2018
0;0.0069264808326426;0;1902;1797;25/06/2018
0;0.0069166650311743;2;1902;1799;25/06/2018
0;0.0068596161806089;0;1902;1799;25/06/2018
1;0.006859083825218;1;1903;1800;25/06/2018
2;0.0068556853587745;0;1905;1800;25/06/2018
0;0.006839448140804;2;1905;1802;25/06/2018
0;0.0068191477732316;1;1905;1803;25/06/2018
0;0.0068024841159803;0;1905;1803;25/06/2018
1;0.0066547690041884;2;1906;1805;25/06/2018
0;0.0065957493263674;1;1906;1806;25/06/2018
1;0.0065815785379177;0;1907;1806;25/06/2018
1;0.0065675697086579;0;1908;1806;25/06/2018
0;0.0065590516800004;9;1908;1815;25/06/2018
0;0.0065325506091713;0;1908;1815;25/06/2018
0;0.0065094899891395;7;1908;1822;25/06/2018
0;0.0064976743477132;1;1908;1823;26/06/2018
0;0.0064840270663348;0;1908;1823;26/06/2018
0;0.0064743992700064;1;1908;1824;26/06/2018
2;0.0064632029951342;1;1910;1825;26/06/2018
0;0.0063775453529852;1;1910;1826;26/06/2018
0;0.0063687364015692;5;1910;1831;26/06/2018
1;0.0063631975058858;0;1911;1831;26/06/2018
2;0.0062550230887551;1;1913;1832;26/06/2018
0;0.0062284553119339;0;1913;1832;26/06/2018
0;0.0061597645748034;2;1913;1834;26/06/2018
0;0.0061567601688446;1;1913;1835;26/06/2018
0;0.0061380349141013;2;1913;1837;26/06/2018
1;0.0061375792337244;2;1914;1839;26/06/2018
1;0.0061339590270443;2;1915;1841;26/06/2018
0;0.0061122675421814;2;1915;1843;26/06/2018
0;0.006094018329379;1;1915;1844;26/06/2018
0;0.0060747777442882;4;1915;1848;26/06/2018
0;0.0060485257333864;2;1915;1850;26/06/2018
0;0.0060485257333864;2;1915;1852;26/06/2018
0;0.0060389761632177;6;1915;1858;26/06/2018
0;0.0060087662178177;2;1915;1860;26/06/2018
1;0.0059688288469003;1;1916;1861;26/06/2018
0;0.0059641099127847;1;1916;1862;26/06/2018
0;0.0059460809029825;1;1916;1863;26/06/2018
0;0.0059268752220018;0;1916;1863;26/06/2018
2;0.0059268752220018;1;1918;1864;26/06/2018
0;0.005919447215583;0;1918;1864;26/06/2018
0;0.0058431405149639;0;1918;1864;27/06/2018
1;0.0058305352372023;1;1919;1865;27/06/2018
1;0.0057591120253526;1;1920;1866;27/06/2018
0;0.0056826251465861;0;1920;1866;27/06/2018
0;0.0056775306737058;0;1920;1866;27/06/2018
5;0.0056612566947625;2;1925;1868;27/06/2018
0;0.0056398033851554;5;1925;1873;27/06/2018
0;0.0056223553308232;3;1925;1876;27/06/2018
1;0.0056223553308232;0;1926;1876;27/06/2018
0;0.0056101609272284;1;1926;1877;27/06/2018
0;0.0056010766450734;0;1926;1877;27/06/2018
0;0.0056010766450734;0;1926;1877;27/06/2018
0;0.0056010766450734;0;1926;1877;27/06/2018
0;0.0056010766450734;0;1926;1877;27/06/2018
0;0.0055985708355308;3;1926;1880;27/06/2018
2;0.0055877951201678;1;1928;1881;27/06/2018
0;0.0055870337751475;4;1928;1885;27/06/2018
0;0.005545893093781;0;1928;1885;27/06/2018
0;0.0055184110774263;0;1928;1885;27/06/2018
0;0.005499093759433;0;1928;1885;27/06/2018
0;0.0054852176105129;0;1928;1885;27/06/2018
0;0.0054814960409894;2;1928;1887;27/06/2018
0;0.0054600960602362;1;1928;1888;27/06/2018
0;0.0054590165515273;0;1928;1888;27/06/2018
1;0.0054537167075984;0;1929;1888;27/06/2018
2;0.0053900129327091;1;1931;1889;27/06/2018
0;0.0053900129327091;2;1931;1891;27/06/2018
0;0.0053657789298216;0;1931;1891;27/06/2018
0;0.0053212426837329;0;1931;1891;27/06/2018
0;0.005312117422472;2;1931;1893;27/06/2018
1;0.0053058297429923;3;1932;1896;27/06/2018
0;0.0052528985818908;0;1932;1896;27/06/2018
0;0.0052055650948549;0;1932;1896;28/06/2018
1;0.0051877410560173;3;1933;1899;28/06/2018
1;0.0051790505492743;14;1934;1913;28/06/2018
0;0.0051425737440841;1;1934;1914;28/06/2018
0;0.0051090541368734;6;1934;1920;28/06/2018
0;0.0051064737172178;0;1934;1920;28/06/2018
2;0.0050221641735012;0;1936;1920;28/06/2018
0;0.004990074362889;0;1936;1920;28/06/2018
1;0.0049693483445227;0;1937;1920;28/06/2018
1;0.0049693483445227;0;1938;1920;28/06/2018
0;0.0049384609710347;0;1938;1920;28/06/2018
0;0.0049316522364594;0;1938;1920;28/06/2018
0;0.0049260493037775;1;1938;1921;28/06/2018
1;0.004906330979838;4;1939;1925;28/06/2018
0;0.0048619447396837;4;1939;1929;28/06/2018
1;0.0048258366747306;1;1940;1930;28/06/2018
1;0.0047402981788728;5;1941;1935;28/06/2018
0;0.0046957531021918;1;1941;1936;02/07/2018
0;0.0046956544921193;7;1941;1943;02/07/2018
5;0.0046319308888635;1;1946;1944;02/07/2018
1;0.0046223138724789;0;1947;1944;02/07/2018
0;0.004613713212552;3;1947;1947;02/07/2018
0;0.0045941837643524;16;1947;1963;02/07/2018
0;0.0045724261778145;0;1947;1963;02/07/2018
0;0.0045715973969525;0;1947;1963;02/07/2018
0;0.0045551180969602;0;1947;1963;02/07/2018
0;0.0045330582543564;1;1947;1964;02/07/2018
3;0.0045068928893205;1;1950;1965;02/07/2018
1;0.0044977085597287;1;1951;1966;02/07/2018
0;0.0044876540237086;2;1951;1968;02/07/2018
1;0.0044441096077606;2;1952;1970;02/07/2018
1;0.0044200583918866;0;1953;1970;02/07/2018
1;0.0044124873967672;1;1954;1971;02/07/2018
0;0.0043938584158033;0;1954;1971;02/07/2018
0;0.0043797855201714;0;1954;1971;02/07/2018
1;0.0043797855201714;0;1955;1971;03/07/2018
0;0.0043792902260554;0;1955;1971;03/07/2018
1;0.0043544354361369;0;1956;1971;03/07/2018
0;0.0043085733597359;0;1956;1971;03/07/2018
1;0.0043063173288005;0;1957;1971;03/07/2018
1;0.0042932226651655;0;1958;1971;03/07/2018
0;0.0042932226651655;0;1958;1971;03/07/2018
0;0.0042932226651655;1;1958;1972;04/07/2018
0;0.0042932226651655;0;1958;1972;04/07/2018
1;0.0042932226651655;0;1959;1972;04/07/2018
0;0.0042932226651655;0;1959;1972;04/07/2018
1;0.0042932226651655;0;1960;1972;04/07/2018
1;0.0042932226651655;1;1961;1973;04/07/2018
2;0.0042932226651655;0;1963;1973;04/07/2018
3;0.0042932226651655;1;1966;1974;04/07/2018
1;0.0042932226651655;0;1967;1974;04/07/2018
0;0.0042932226651655;1;1967;1975;05/07/2018
0;0.0042932226651655;0;1967;1975;05/07/2018
2;0.0042735069657362;0;1969;1975;05/07/2018
0;0.0042546900918981;0;1969;1975;05/07/2018
1;0.004241253816988;0;1970;1975;05/07/2018
1;0.004241253816988;6;1971;1981;05/07/2018
1;0.004241253816988;0;1972;1981;05/07/2018
0;0.004241253816988;0;1972;1981;05/07/2018
0;0.0042372575371777;0;1972;1981;05/07/2018
0;0.004199397534431;1;1972;1982;05/07/2018
0;0.0041936482641276;1;1972;1983;05/07/2018
0;0.0041827822745368;4;1972;1987;05/07/2018
0;0.0041730732316626;0;1972;1987;05/07/2018
2;0.0041486650843795;0;1974;1987;05/07/2018
0;0.0041442986374088;0;1974;1987;05/07/2018
0;0.0041330905214949;0;1974;1987;05/07/2018
1;0.0041330905214949;0;1975;1987;05/07/2018
0;0.0040960599123786;0;1975;1987;05/07/2018
0;0.0040949316254835;0;1975;1987;05/07/2018
1;0.0040919190846195;0;1976;1987;06/07/2018
0;0.004066296608866;0;1976;1987;06/07/2018
0;0.0040605501605267;0;1976;1987;06/07/2018
17;0.0040493420446128;0;1993;1987;06/07/2018
1;0.0040351142598451;0;1994;1987;06/07/2018
0;0.0039761014411973;4;1994;1991;06/07/2018
1;0.0039761014411973;7;1995;1998;06/07/2018
1;0.0039533873814362;0;1996;1998;06/07/2018
0;0.0039533873814362;0;1996;1998;06/07/2018
0;0.0039526487026483;0;1996;1998;06/07/2018
0;0.0039526487026483;0;1996;1998;06/07/2018
0;0.0039200055298471;2;1996;2000;06/07/2018
0;0.0038975092091642;0;1996;2000;06/07/2018
0;0.0038793428955668;0;1996;2000;06/07/2018
0;0.0038757571260055;0;1996;2000;06/07/2018
2;0.003838323264349;14;1998;2014;06/07/2018
0;0.0038250331513202;0;1998;2014;06/07/2018
0;0.0037885549038988;0;1998;2014;06/07/2018
0;0.0037885549038988;0;1998;2014;06/07/2018
1;0.0037885549038988;0;1999;2014;06/07/2018
0;0.0037885549038988;0;1999;2014;06/07/2018
0;0.0037885549038988;2;1999;2016;09/07/2018
0;0.0037498568773795;0;1999;2016;09/07/2018
0;0.003588771901216;1;1999;2017;09/07/2018
0;0.0035774778172027;1;1999;2018;09/07/2018
0;0.0035774778172027;1;1999;2019;09/07/2018
1;0.0035656366873954;1;2000;2020;09/07/2018
0;0.0035539158354158;0;2000;2020;09/07/2018
0;0.0035503472110143;0;2000;2020;09/07/2018
0;0.0035324983735741;0;2000;2020;09/07/2018
1;0.003500688468347;0;2001;2020;09/07/2018
0;0.003500688468347;0;2001;2020;09/07/2018
0;0.0034790738323895;0;2001;2020;09/07/2018
0;0.0034637843560085;0;2001;2020;09/07/2018
0;0.0034613599204108;0;2001;2020;09/07/2018
0;0.0034555124250837;1;2001;2021;09/07/2018
0;0.0034275724187236;1;2001;2022;09/07/2018
1;0.0034010727954362;0;2002;2022;09/07/2018
0;0.0033740119846058;0;2002;2022;09/07/2018
0;0.0033631443487308;0;2002;2022;09/07/2018
1;0.0033549479396895;17;2003;2039;09/07/2018
0;0.0033421673046352;1;2003;2040;09/07/2018
0;0.0033421673046352;0;2003;2040;09/07/2018
0;0.0033189876872936;0;2003;2040;09/07/2018
0;0.0031963054327229;1;2003;2041;09/07/2018
1;0.0031945307372063;0;2004;2041;09/07/2018
3;0.0031826624290948;0;2007;2041;09/07/2018
0;0.0031793163012159;0;2007;2041;09/07/2018
0;0.003158278177149;1;2007;2042;09/07/2018
0;0.003096099574089;0;2007;2042;09/07/2018
1;0.003096099574089;1;2008;2043;09/07/2018
3;0.003096099574089;0;2011;2043;09/07/2018
0;0.003096099574089;0;2011;2043;10/07/2018
0;0.0030848914581751;0;2011;2043;10/07/2018
1;0.0030577524626996;1;2012;2044;10/07/2018
0;0.0030520087661585;0;2012;2044;10/07/2018
0;0.0030345493525042;0;2012;2044;11/07/2018
0;0.0030309635829429;0;2012;2044;11/07/2018
1;0.0030309635829429;0;2013;2044;11/07/2018
2;0.00303008305181;0;2015;2044;11/07/2018
0;0.00303008305181;0;2015;2044;11/07/2018
1;0.0030183082555771;0;2016;2044;11/07/2018
0;0.0029778778656973;12;2016;2056;11/07/2018
0;0.0029578871343864;1;2016;2057;11/07/2018
0;0.0029492278914421;0;2016;2057;11/07/2018
0;0.0029093465315696;1;2016;2058;11/07/2018
0;0.0028895530008221;0;2016;2058;11/07/2018
0;0.0028851827208434;3;2016;2061;11/07/2018
2;0.002800380434277;0;2018;2061;11/07/2018
0;0.002796983163899;0;2018;2061;11/07/2018
0;0.0027884169461363;0;2018;2061;11/07/2018
1;0.0027406902926908;0;2019;2061;11/07/2018
0;0.0027055792640597;0;2019;2061;11/07/2018
1;0.0027001086093525;0;2020;2061;11/07/2018
0;0.0026950556800499;0;2020;2061;11/07/2018
0;0.0026499814547221;0;2020;2061;11/07/2018
0;0.0026499814547221;0;2020;2061;11/07/2018
1;0.0026357606596257;1;2021;2062;11/07/2018
0;0.0026357606596257;0;2021;2062;11/07/2018
0;0.0026357606596257;1;2021;2063;11/07/2018
1;0.0026357606596257;0;2022;2063;11/07/2018
