goalnum;PR_GOALNUM;goalnum;model;real;TIME
4;0.44109555613574;0;1240;922;15/03/2018
14;0.44104676830363;0;1254;922;15/03/2018
0;0.44003670073073;1;1254;923;15/03/2018
1;0.43597440696565;0;1255;923;15/03/2018
1;0.4350557828997;0;1256;923;15/03/2018
0;0.43095501660734;0;1256;923;15/03/2018
2;0.43068376229515;0;1258;923;15/03/2018
0;0.43010261674328;0;1258;923;16/03/2018
0;0.42554095389604;2;1258;925;16/03/2018
0;0.42499945163464;1;1258;926;16/03/2018
0;0.4242695655711;8;1258;934;16/03/2018
6;0.42364256010686;1;1264;935;16/03/2018
0;0.42275548515914;7;1264;942;16/03/2018
0;0.42121120544649;2;1264;944;19/03/2018
1;0.41771408999024;1;1265;945;19/03/2018
1;0.41664815705503;0;1266;945;19/03/2018
0;0.41570916979534;0;1266;945;19/03/2018
0;0.41511622678589;0;1266;945;19/03/2018
2;0.41348892164315;1;1268;946;19/03/2018
1;0.41132031552283;0;1269;946;19/03/2018
1;0.41109017780189;1;1270;947;19/03/2018
1;0.40978927155603;0;1271;947;19/03/2018
0;0.40907194697986;2;1271;949;19/03/2018
1;0.40719972929686;7;1272;956;19/03/2018
0;0.40512980516401;3;1272;959;19/03/2018
3;0.40322922011453;0;1275;959;19/03/2018
0;0.40160394618862;0;1275;959;19/03/2018
12;0.39975834421495;4;1287;963;19/03/2018
5;0.39832015147383;0;1292;963;19/03/2018
1;0.39763594987756;1;1293;964;19/03/2018
1;0.39670215491755;6;1294;970;19/03/2018
0;0.39468105727964;2;1294;972;19/03/2018
6;0.39303182522494;1;1300;973;19/03/2018
0;0.39021628654236;2;1300;975;19/03/2018
0;0.3895329985499;1;1300;976;19/03/2018
0;0.38940592237622;0;1300;976;20/03/2018
6;0.38655008667626;1;1306;977;20/03/2018
0;0.38454143839135;0;1306;977;20/03/2018
1;0.38441630475273;1;1307;978;20/03/2018
0;0.38406786497275;0;1307;978;20/03/2018
0;0.38380278737339;1;1307;979;20/03/2018
0;0.37906051246311;1;1307;980;20/03/2018
1;0.37669448937625;0;1308;980;20/03/2018
0;0.37235315737218;12;1308;992;20/03/2018
6;0.37195096564385;0;1314;992;20/03/2018
0;0.36710778372697;2;1314;994;20/03/2018
1;0.36690572820453;0;1315;994;20/03/2018
0;0.36678953379348;0;1315;994;20/03/2018
3;0.36505314981284;2;1318;996;20/03/2018
1;0.36088007600578;1;1319;997;20/03/2018
2;0.35677156555755;0;1321;997;20/03/2018
0;0.35517948553383;0;1321;997;20/03/2018
0;0.35441115783742;2;1321;999;20/03/2018
0;0.35428792842507;0;1321;999;20/03/2018
1;0.35141448688571;0;1322;999;20/03/2018
0;0.34936079242348;0;1322;999;20/03/2018
1;0.34888907410191;0;1323;999;20/03/2018
0;0.3482304908189;0;1323;999;20/03/2018
0;0.34729477182676;0;1323;999;21/03/2018
0;0.34710219603153;1;1323;1000;21/03/2018
1;0.34505354292291;4;1324;1004;21/03/2018
0;0.34077144086491;3;1324;1007;21/03/2018
1;0.34039567551392;0;1325;1007;21/03/2018
2;0.34019178526384;0;1327;1007;21/03/2018
1;0.33959181208117;3;1328;1010;21/03/2018
0;0.33799455640936;0;1328;1010;21/03/2018
0;0.33650766293799;1;1328;1011;21/03/2018
0;0.33372570675768;0;1328;1011;21/03/2018
0;0.33363611611867;0;1328;1011;23/03/2018
1;0.33315601795702;1;1329;1012;23/03/2018
0;0.3320814135083;0;1329;1012;23/03/2018
0;0.33109870481482;0;1329;1012;23/03/2018
1;0.33109018737751;0;1330;1012;23/03/2018
0;0.32954839152684;0;1330;1012;23/03/2018
0;0.32948707465811;0;1330;1012;23/03/2018
0;0.32943176882804;0;1330;1012;23/03/2018
0;0.32721743821311;1;1330;1013;26/03/2018
1;0.32686570261637;0;1331;1013;26/03/2018
0;0.3260056485862;0;1331;1013;26/03/2018
1;0.32448530981703;0;1332;1013;26/03/2018
0;0.32376558897048;0;1332;1013;26/03/2018
0;0.32309725003635;1;1332;1014;26/03/2018
1;0.32214318667061;0;1333;1014;26/03/2018
2;0.32181972211568;0;1335;1014;26/03/2018
1;0.31371315706515;4;1336;1018;26/03/2018
1;0.30953961458754;0;1337;1018;26/03/2018
0;0.30870268352145;1;1337;1019;26/03/2018
0;0.30859165279844;1;1337;1020;26/03/2018
3;0.30845927513702;0;1340;1020;26/03/2018
0;0.30751605326432;0;1340;1020;26/03/2018
4;0.30693363104075;1;1344;1021;26/03/2018
0;0.30672415463273;1;1344;1022;26/03/2018
0;0.30388984635505;1;1344;1023;26/03/2018
1;0.30339495949676;0;1345;1023;26/03/2018
1;0.30161850991471;1;1346;1024;26/03/2018
0;0.29927672752728;4;1346;1028;27/03/2018
0;0.29883363816801;0;1346;1028;27/03/2018
1;0.29852754515271;0;1347;1028;27/03/2018
0;0.2955135205422;0;1347;1028;27/03/2018
2;0.29378776011708;0;1349;1028;27/03/2018
0;0.29006327937634;0;1349;1028;27/03/2018
1;0.28925394225232;0;1350;1028;27/03/2018
0;0.28630580795764;1;1350;1029;27/03/2018
1;0.28619950055526;1;1351;1030;27/03/2018
0;0.28617487684858;0;1351;1030;27/03/2018
10;0.28230026317749;0;1361;1030;27/03/2018
0;0.27872301361061;0;1361;1030;27/03/2018
2;0.27841220587325;0;1363;1030;27/03/2018
0;0.2773891370117;7;1363;1037;27/03/2018
0;0.27719450832207;0;1363;1037;28/03/2018
0;0.27718706810465;1;1363;1038;28/03/2018
1;0.27670615310097;0;1364;1038;28/03/2018
5;0.27636569233474;1;1369;1039;28/03/2018
0;0.27381546462984;1;1369;1040;28/03/2018
2;0.27360357383171;0;1371;1040;28/03/2018
1;0.27319300357859;0;1372;1040;28/03/2018
0;0.2729868235087;0;1372;1040;28/03/2018
4;0.2722850751342;0;1376;1040;28/03/2018
17;0.27136942811279;1;1393;1041;28/03/2018
0;0.27088606997639;2;1393;1043;28/03/2018
0;0.27062040520949;0;1393;1043;28/03/2018
2;0.26974505421554;1;1395;1044;28/03/2018
0;0.26926756180652;2;1395;1046;28/03/2018
6;0.26896629524863;0;1401;1046;28/03/2018
0;0.26705051052563;3;1401;1049;28/03/2018
0;0.26649750519018;0;1401;1049;29/03/2018
7;0.2663990274952;0;1408;1049;29/03/2018
1;0.26630218395412;0;1409;1049;29/03/2018
0;0.26603566016242;0;1409;1049;29/03/2018
1;0.26568396439159;0;1410;1049;29/03/2018
0;0.26544183988501;0;1410;1049;29/03/2018
7;0.26388883931237;1;1417;1050;29/03/2018
1;0.26037048128413;2;1418;1052;29/03/2018
3;0.25963557214376;2;1421;1054;29/03/2018
0;0.25928444676271;0;1421;1054;29/03/2018
1;0.25731997162355;2;1422;1056;29/03/2018
0;0.25551763202557;1;1422;1057;29/03/2018
0;0.25529284178867;0;1422;1057;29/03/2018
1;0.25524232859477;0;1423;1057;29/03/2018
0;0.25360295408397;0;1423;1057;29/03/2018
9;0.25351660019437;1;1432;1058;29/03/2018
1;0.25274196941834;1;1433;1059;29/03/2018
0;0.25269301460435;0;1433;1059;29/03/2018
1;0.2522774644751;1;1434;1060;29/03/2018
4;0.25185592661437;0;1438;1060;29/03/2018
0;0.25101699562822;1;1438;1061;29/03/2018
0;0.25081401755024;1;1438;1062;29/03/2018
0;0.25078117850946;0;1438;1062;29/03/2018
0;0.25070719622779;0;1438;1062;02/04/2018
1;0.24985542437623;0;1439;1062;02/04/2018
4;0.24981846101294;0;1443;1062;02/04/2018
1;0.24957730386447;1;1444;1063;02/04/2018
0;0.24927096883124;0;1444;1063;02/04/2018
0;0.24811607510855;0;1444;1063;02/04/2018
1;0.24709993744674;0;1445;1063;02/04/2018
2;0.24702935701639;0;1447;1063;02/04/2018
0;0.24597365668944;1;1447;1064;02/04/2018
1;0.24594410097105;7;1448;1071;02/04/2018
2;0.24585167418894;0;1450;1071;02/04/2018
0;0.24441691869612;0;1450;1071;02/04/2018
4;0.24436158163653;4;1454;1075;02/04/2018
1;0.24181785937941;1;1455;1076;03/04/2018
1;0.24062441794134;1;1456;1077;03/04/2018
0;0.24043258928412;0;1456;1077;03/04/2018
0;0.23947019237471;1;1456;1078;03/04/2018
4;0.2393983071186;0;1460;1078;03/04/2018
0;0.23929878373883;0;1460;1078;03/04/2018
0;0.23863400325061;0;1460;1078;03/04/2018
0;0.23773600380512;1;1460;1079;03/04/2018
1;0.23549108304036;0;1461;1079;03/04/2018
0;0.23474281996052;1;1461;1080;03/04/2018
0;0.23466143924217;1;1461;1081;03/04/2018
0;0.23439231672406;0;1461;1081;03/04/2018
0;0.23376121017267;0;1461;1081;03/04/2018
1;0.23187602945399;1;1462;1082;03/04/2018
2;0.23057535386398;0;1464;1082;03/04/2018
0;0.23014032706144;1;1464;1083;03/04/2018
1;0.22983576690908;2;1465;1085;04/04/2018
7;0.22886500625405;0;1472;1085;04/04/2018
1;0.2273881070669;0;1473;1085;04/04/2018
0;0.22679839313937;0;1473;1085;04/04/2018
1;0.22420757150591;0;1474;1085;05/04/2018
1;0.22356688159946;4;1475;1089;05/04/2018
1;0.22318726671656;1;1476;1090;05/04/2018
4;0.222645752409;1;1480;1091;05/04/2018
1;0.22151087746979;1;1481;1092;05/04/2018
0;0.22148107697312;1;1481;1093;05/04/2018
1;0.21921335454905;0;1482;1093;06/04/2018
1;0.21791484857085;0;1483;1093;06/04/2018
3;0.21788418682589;1;1486;1094;06/04/2018
0;0.21701484742817;0;1486;1094;06/04/2018
0;0.21553221072052;1;1486;1095;06/04/2018
1;0.21504298934046;0;1487;1095;06/04/2018
1;0.21445733864693;0;1488;1095;06/04/2018
0;0.21444663258076;3;1488;1098;06/04/2018
1;0.21443779086228;10;1489;1108;06/04/2018
0;0.21381572188577;2;1489;1110;06/04/2018
0;0.21342270123316;8;1489;1118;06/04/2018
2;0.21319968384815;6;1491;1124;06/04/2018
1;0.21290416744738;4;1492;1128;06/04/2018
0;0.21252297421283;0;1492;1128;06/04/2018
5;0.21196236750032;0;1497;1128;09/04/2018
1;0.21140361128973;0;1498;1128;09/04/2018
0;0.21010084600349;0;1498;1128;09/04/2018
3;0.20780788494823;0;1501;1128;09/04/2018
1;0.20778760368192;4;1502;1132;09/04/2018
0;0.2072565436588;0;1502;1132;09/04/2018
1;0.20656976574008;5;1503;1137;09/04/2018
0;0.20615178240528;0;1503;1137;09/04/2018
0;0.20561100448451;1;1503;1138;09/04/2018
1;0.20350974454396;1;1504;1139;10/04/2018
0;0.20274674073651;0;1504;1139;10/04/2018
1;0.20109947564507;6;1505;1145;10/04/2018
0;0.2008392484831;1;1505;1146;10/04/2018
1;0.19728230501534;2;1506;1148;10/04/2018
0;0.19683646606562;1;1506;1149;10/04/2018
0;0.196079627068;0;1506;1149;10/04/2018
4;0.19589491541122;1;1510;1150;10/04/2018
1;0.19536183669757;1;1511;1151;10/04/2018
6;0.19385319088682;1;1517;1152;10/04/2018
0;0.19338856760743;4;1517;1156;10/04/2018
0;0.19260540788299;0;1517;1156;10/04/2018
1;0.19222055811959;0;1518;1156;10/04/2018
0;0.19219433285778;0;1518;1156;10/04/2018
0;0.19040388990616;0;1518;1156;11/04/2018
4;0.18964602181193;1;1522;1157;11/04/2018
0;0.18926074228835;0;1522;1157;11/04/2018
0;0.18798886943301;1;1522;1158;11/04/2018
0;0.18701176624792;0;1522;1158;11/04/2018
1;0.18690615268718;0;1523;1158;11/04/2018
0;0.18461802768667;2;1523;1160;11/04/2018
2;0.1846020284113;0;1525;1160;11/04/2018
0;0.18419463663614;0;1525;1160;11/04/2018
3;0.1836140312837;0;1528;1160;11/04/2018
0;0.18306312876476;0;1528;1160;11/04/2018
0;0.18299725628744;1;1528;1161;11/04/2018
0;0.18234623783968;0;1528;1161;11/04/2018
0;0.18159430859129;3;1528;1164;11/04/2018
0;0.18104466221586;0;1528;1164;11/04/2018
0;0.18103326731295;0;1528;1164;12/04/2018
1;0.17960600812594;0;1529;1164;12/04/2018
2;0.1783798485022;0;1531;1164;12/04/2018
0;0.17830074974593;1;1531;1165;12/04/2018
0;0.17814881653974;0;1531;1165;12/04/2018
1;0.17719507433811;0;1532;1165;12/04/2018
1;0.17693957668256;0;1533;1165;12/04/2018
2;0.17638310142863;0;1535;1165;12/04/2018
1;0.17621092548891;1;1536;1166;12/04/2018
0;0.17308629928274;0;1536;1166;12/04/2018
0;0.17103596016342;0;1536;1166;12/04/2018
1;0.17077534748587;0;1537;1166;12/04/2018
2;0.16981732993105;1;1539;1167;12/04/2018
0;0.16857242972239;0;1539;1167;12/04/2018
4;0.1682006504031;1;1543;1168;12/04/2018
0;0.16725347397761;0;1543;1168;12/04/2018
1;0.16634904561113;0;1544;1168;12/04/2018
0;0.16585965579775;0;1544;1168;12/04/2018
2;0.16521529846042;0;1546;1168;12/04/2018
0;0.16465758656253;1;1546;1169;12/04/2018
0;0.16412361459028;5;1546;1174;13/04/2018
0;0.16331463788439;8;1546;1182;13/04/2018
0;0.16296417231867;0;1546;1182;13/04/2018
1;0.16265760215524;0;1547;1182;16/04/2018
0;0.1611185936524;3;1547;1185;16/04/2018
0;0.1610580802866;0;1547;1185;16/04/2018
0;0.16064707202041;1;1547;1186;17/04/2018
0;0.16049411226976;0;1547;1186;17/04/2018
0;0.16049388198598;3;1547;1189;17/04/2018
2;0.16002322916803;0;1549;1189;17/04/2018
0;0.15917528688068;2;1549;1191;17/04/2018
0;0.15851207809821;7;1549;1198;18/04/2018
3;0.1582471034015;0;1552;1198;18/04/2018
0;0.15610751039482;0;1552;1198;19/04/2018
0;0.15607471271638;0;1552;1198;19/04/2018
1;0.1559558391727;1;1553;1199;19/04/2018
1;0.15550151623841;0;1554;1199;19/04/2018
1;0.15460543323575;1;1555;1200;19/04/2018
0;0.1543374841172;7;1555;1207;19/04/2018
0;0.15399017864956;0;1555;1207;19/04/2018
2;0.15304695717115;0;1557;1207;19/04/2018
0;0.15294180445221;0;1557;1207;19/04/2018
0;0.15233958518333;0;1557;1207;19/04/2018
0;0.15135655725953;0;1557;1207;19/04/2018
0;0.15132471148811;0;1557;1207;19/04/2018
0;0.15064450370187;0;1557;1207;19/04/2018
0;0.15034648084422;0;1557;1207;19/04/2018
0;0.14847749704063;1;1557;1208;19/04/2018
0;0.1473852100846;1;1557;1209;19/04/2018
1;0.14701101349199;0;1558;1209;19/04/2018
0;0.14659965343159;1;1558;1210;20/04/2018
0;0.14639728512897;0;1558;1210;20/04/2018
0;0.14490120683349;0;1558;1210;20/04/2018
0;0.14455201805334;1;1558;1211;20/04/2018
1;0.14300984796247;2;1559;1213;20/04/2018
0;0.1422303482789;1;1559;1214;20/04/2018
1;0.14166226335623;0;1560;1214;20/04/2018
0;0.14091494577747;0;1560;1214;20/04/2018
2;0.14037289555849;1;1562;1215;20/04/2018
2;0.13960058301428;0;1564;1215;20/04/2018
0;0.13926003045922;1;1564;1216;20/04/2018
0;0.13637062951974;3;1564;1219;20/04/2018
1;0.13620822618138;1;1565;1220;20/04/2018
0;0.13545809805185;0;1565;1220;20/04/2018
2;0.13478004429055;0;1567;1220;20/04/2018
0;0.13445947872345;1;1567;1221;23/04/2018
0;0.13368075189751;0;1567;1221;23/04/2018
0;0.13344145559793;1;1567;1222;23/04/2018
0;0.13188105425261;2;1567;1224;23/04/2018
0;0.13127135954935;1;1567;1225;24/04/2018
1;0.13030274882532;0;1568;1225;24/04/2018
3;0.12987962364602;4;1571;1229;24/04/2018
0;0.12987423567917;6;1571;1235;24/04/2018
1;0.12985004449743;1;1572;1236;24/04/2018
0;0.12953555947323;3;1572;1239;24/04/2018
0;0.12885914844706;3;1572;1242;24/04/2018
0;0.128638104416;0;1572;1242;24/04/2018
0;0.12858533918891;2;1572;1244;24/04/2018
0;0.12856291091207;0;1572;1244;24/04/2018
0;0.12772642210776;8;1572;1252;24/04/2018
2;0.12707498943113;1;1574;1253;24/04/2018
0;0.12664756664339;0;1574;1253;25/04/2018
1;0.12615483642332;0;1575;1253;25/04/2018
4;0.12588022380832;1;1579;1254;25/04/2018
0;0.12582988042334;0;1579;1254;25/04/2018
0;0.12574687931632;0;1579;1254;25/04/2018
0;0.1248092656595;1;1579;1255;25/04/2018
0;0.12349631916604;0;1579;1255;25/04/2018
1;0.12298899061962;1;1580;1256;25/04/2018
0;0.1222446100152;13;1580;1269;25/04/2018
0;0.12203356868394;0;1580;1269;25/04/2018
2;0.12169268487015;0;1582;1269;25/04/2018
0;0.12099643800098;0;1582;1269;27/04/2018
1;0.12089773858227;2;1583;1271;27/04/2018
0;0.12080798999446;10;1583;1281;27/04/2018
2;0.12066307568968;7;1585;1288;27/04/2018
1;0.11992076709192;0;1586;1288;27/04/2018
1;0.1186982869163;0;1587;1288;27/04/2018
0;0.11853834702859;0;1587;1288;03/05/2018
0;0.11853184932854;0;1587;1288;03/05/2018
0;0.11846539951637;2;1587;1290;03/05/2018
0;0.11821135897725;0;1587;1290;03/05/2018
2;0.11775815243841;1;1589;1291;03/05/2018
1;0.11746900217962;0;1590;1291;03/05/2018
1;0.1169997555277;0;1591;1291;03/05/2018
1;0.11618277041868;4;1592;1295;03/05/2018
2;0.11598988652184;1;1594;1296;03/05/2018
2;0.1153247333141;1;1596;1297;03/05/2018
0;0.11489250166221;3;1596;1300;03/05/2018
0;0.11469891870747;1;1596;1301;03/05/2018
0;0.11456566963426;0;1596;1301;03/05/2018
0;0.11376655032883;0;1596;1301;03/05/2018
1;0.11332774397274;7;1597;1308;03/05/2018
0;0.11319640201477;1;1597;1309;04/05/2018
1;0.11247394385859;1;1598;1310;04/05/2018
0;0.11146763451684;0;1598;1310;04/05/2018
0;0.11085159409422;1;1598;1311;04/05/2018
1;0.11061548741626;0;1599;1311;04/05/2018
2;0.11031672701086;0;1601;1311;04/05/2018
0;0.10962960150213;0;1601;1311;04/05/2018
1;0.10922472073494;2;1602;1313;04/05/2018
0;0.10898279149443;0;1602;1313;04/05/2018
0;0.10874278336592;4;1602;1317;04/05/2018
0;0.10787099561371;3;1602;1320;07/05/2018
0;0.10677815339771;0;1602;1320;07/05/2018
0;0.10675470853859;2;1602;1322;07/05/2018
0;0.1067022582428;4;1602;1326;07/05/2018
3;0.10622701316764;3;1605;1329;07/05/2018
0;0.1054779908165;2;1605;1331;07/05/2018
0;0.10505486710274;2;1605;1333;07/05/2018
0;0.10463450784566;0;1605;1333;07/05/2018
3;0.10356056769353;0;1608;1333;08/05/2018
0;0.10337865444131;2;1608;1335;08/05/2018
0;0.10216364102047;1;1608;1336;08/05/2018
0;0.10007855015499;10;1608;1346;08/05/2018
2;0.09948432816885;0;1610;1346;08/05/2018
1;0.098301537887776;0;1611;1346;08/05/2018
0;0.095889434676275;1;1611;1347;08/05/2018
0;0.095059814176362;1;1611;1348;08/05/2018
1;0.094683079163228;9;1612;1357;08/05/2018
0;0.094497438309571;0;1612;1357;08/05/2018
1;0.094052315199219;2;1613;1359;08/05/2018
0;0.093426284976237;2;1613;1361;08/05/2018
0;0.093411581890854;1;1613;1362;08/05/2018
0;0.093248136835424;0;1613;1362;08/05/2018
1;0.093125894988514;0;1614;1362;08/05/2018
1;0.092610194028982;0;1615;1362;08/05/2018
0;0.09189129994422;0;1615;1362;08/05/2018
0;0.090499012316903;3;1615;1365;08/05/2018
1;0.090003200396317;1;1616;1366;08/05/2018
1;0.089724262686715;1;1617;1367;10/05/2018
2;0.089337730736403;12;1619;1379;10/05/2018
0;0.08854747738196;0;1619;1379;10/05/2018
0;0.087857950285039;1;1619;1380;10/05/2018
1;0.08768843308932;1;1620;1381;10/05/2018
1;0.087041794034322;1;1621;1382;10/05/2018
1;0.086891153173152;1;1622;1383;10/05/2018
2;0.086606491869405;0;1624;1383;10/05/2018
2;0.086442322811395;0;1626;1383;10/05/2018
0;0.086009410938042;0;1626;1383;10/05/2018
0;0.0856131419901;1;1626;1384;10/05/2018
0;0.085534116960137;0;1626;1384;10/05/2018
0;0.085475206178084;0;1626;1384;10/05/2018
1;0.085299210862312;0;1627;1384;10/05/2018
0;0.085286371276206;1;1627;1385;10/05/2018
2;0.084309411070636;0;1629;1385;10/05/2018
1;0.084171863615421;0;1630;1385;10/05/2018
1;0.083910120663968;0;1631;1385;10/05/2018
0;0.083674435023084;0;1631;1385;11/05/2018
0;0.083221751524353;1;1631;1386;11/05/2018
0;0.083104107498293;1;1631;1387;11/05/2018
0;0.082346636988227;0;1631;1387;11/05/2018
0;0.081874202509539;0;1631;1387;11/05/2018
0;0.081229871358329;0;1631;1387;11/05/2018
0;0.079342349596549;5;1631;1392;14/05/2018
1;0.078542116186136;0;1632;1392;14/05/2018
1;0.0782576303272;0;1633;1392;14/05/2018
0;0.07791723920009;0;1633;1392;14/05/2018
1;0.077913680071119;0;1634;1392;14/05/2018
0;0.076694520805136;6;1634;1398;14/05/2018
0;0.076622106618273;3;1634;1401;14/05/2018
0;0.076224326796468;0;1634;1401;14/05/2018
1;0.076159529554223;0;1635;1401;14/05/2018
0;0.075883669638639;3;1635;1404;14/05/2018
1;0.075879748800578;6;1636;1410;14/05/2018
0;0.075503502277751;1;1636;1411;14/05/2018
0;0.075277341937781;0;1636;1411;14/05/2018
1;0.074843019981246;0;1637;1411;14/05/2018
0;0.073947446655023;1;1637;1412;14/05/2018
0;0.073681271053038;1;1637;1413;14/05/2018
0;0.073307092589059;1;1637;1414;14/05/2018
0;0.07294809156134;0;1637;1414;14/05/2018
0;0.07254210949899;1;1637;1415;14/05/2018
2;0.072199093362586;1;1639;1416;14/05/2018
0;0.071937317153906;2;1639;1418;14/05/2018
0;0.07064554859445;0;1639;1418;14/05/2018
0;0.070487160517904;1;1639;1419;15/05/2018
0;0.066865074749664;0;1639;1419;15/05/2018
0;0.066693580570156;1;1639;1420;15/05/2018
0;0.065810673997184;2;1639;1422;15/05/2018
0;0.065451796107095;0;1639;1422;15/05/2018
0;0.065312075634801;4;1639;1426;15/05/2018
0;0.063608355730851;0;1639;1426;15/05/2018
0;0.062497927537369;4;1639;1430;15/05/2018
1;0.061853105444842;0;1640;1430;15/05/2018
0;0.061712295950767;0;1640;1430;15/05/2018
6;0.061179447761881;2;1646;1432;15/05/2018
0;0.060914524664907;0;1646;1432;15/05/2018
0;0.05978997518062;2;1646;1434;15/05/2018
0;0.059651516453581;1;1646;1435;15/05/2018
2;0.059290074259545;2;1648;1437;15/05/2018
1;0.058452521301634;0;1649;1437;15/05/2018
0;0.057694372053566;0;1649;1437;15/05/2018
11;0.056492547836954;0;1660;1437;15/05/2018
0;0.055950883765748;0;1660;1437;15/05/2018
0;0.054956122197486;2;1660;1439;15/05/2018
0;0.053996963675476;0;1660;1439;15/05/2018
1;0.052884323437007;0;1661;1439;15/05/2018
0;0.051752033425368;1;1661;1440;15/05/2018
0;0.051748561506194;5;1661;1445;16/05/2018
0;0.051143434997497;9;1661;1454;16/05/2018
1;0.050876100409942;0;1662;1454;16/05/2018
0;0.05043960273876;0;1662;1454;16/05/2018
0;0.05011822505121;0;1662;1454;16/05/2018
1;0.049054453649841;0;1663;1454;16/05/2018
0;0.04889267746031;0;1663;1454;16/05/2018
0;0.047811771127844;0;1663;1454;16/05/2018
0;0.047417307096382;1;1663;1455;16/05/2018
0;0.047170419651177;0;1663;1455;16/05/2018
0;0.047004042303229;0;1663;1455;16/05/2018
1;0.046933727398043;0;1664;1455;16/05/2018
0;0.046559518225229;1;1664;1456;16/05/2018
0;0.045117297539675;0;1664;1456;16/05/2018
0;0.044863973586524;4;1664;1460;16/05/2018
0;0.044737542007402;1;1664;1461;16/05/2018
0;0.043507135599027;0;1664;1461;16/05/2018
0;0.042758108705693;0;1664;1461;16/05/2018
0;0.042551641142345;1;1664;1462;16/05/2018
0;0.039971574465308;1;1664;1463;16/05/2018
0;0.03901588937651;2;1664;1465;16/05/2018
0;0.038271266581703;1;1664;1466;16/05/2018
1;0.038131867345098;0;1665;1466;16/05/2018
0;0.037343520438391;0;1665;1466;16/05/2018
0;0.037032647219659;0;1665;1466;16/05/2018
0;0.036392503852419;2;1665;1468;16/05/2018
0;0.036339562423719;1;1665;1469;16/05/2018
0;0.036192694744766;23;1665;1492;17/05/2018
0;0.035527171151344;0;1665;1492;17/05/2018
0;0.034991620882425;3;1665;1495;17/05/2018
0;0.034895656267323;0;1665;1495;17/05/2018
0;0.034205155010555;0;1665;1495;17/05/2018
0;0.034203843901245;0;1665;1495;18/05/2018
0;0.033499905207427;0;1665;1495;18/05/2018
0;0.033031354612351;0;1665;1495;21/05/2018
0;0.032967605285503;0;1665;1495;21/05/2018
0;0.032445362527671;0;1665;1495;21/05/2018
1;0.032391126059227;15;1666;1510;21/05/2018
2;0.031998067483644;1;1668;1511;21/05/2018
0;0.031533433496671;1;1668;1512;21/05/2018
0;0.031143004128256;0;1668;1512;21/05/2018
1;0.031044080224771;0;1669;1512;21/05/2018
0;0.03095504333823;2;1669;1514;21/05/2018
1;0.030874621167426;0;1670;1514;21/05/2018
0;0.030772812867304;0;1670;1514;21/05/2018
0;0.030647388985277;1;1670;1515;22/05/2018
0;0.030375178355127;1;1670;1516;22/05/2018
1;0.03021648387502;1;1671;1517;22/05/2018
1;0.030115088953007;1;1672;1518;22/05/2018
0;0.029935847338559;0;1672;1518;22/05/2018
0;0.028379639592035;1;1672;1519;22/05/2018
0;0.028253900151071;1;1672;1520;22/05/2018
4;0.028189171200246;1;1676;1521;22/05/2018
0;0.027846199852061;0;1676;1521;22/05/2018
0;0.027815296782216;0;1676;1521;22/05/2018
1;0.027370265846629;0;1677;1521;22/05/2018
0;0.026790021413124;7;1677;1528;22/05/2018
1;0.026177360289427;0;1678;1528;22/05/2018
0;0.025850746822527;0;1678;1528;22/05/2018
0;0.02529834788263;2;1678;1530;22/05/2018
1;0.025168794580544;7;1679;1537;23/05/2018
1;0.025160743691512;0;1680;1537;23/05/2018
0;0.024924558085621;0;1680;1537;23/05/2018
0;0.024769707528467;0;1680;1537;23/05/2018
0;0.024755052443094;1;1680;1538;23/05/2018
0;0.024699118488196;0;1680;1538;23/05/2018
0;0.024692241114471;8;1680;1546;23/05/2018
0;0.024194111036256;2;1680;1548;23/05/2018
0;0.023904451790301;1;1680;1549;23/05/2018
3;0.023672175978944;3;1683;1552;23/05/2018
0;0.023548100836484;0;1683;1552;24/05/2018
0;0.023546204904247;1;1683;1553;24/05/2018
0;0.022818170911556;0;1683;1553;24/05/2018
1;0.022510401455326;1;1684;1554;24/05/2018
0;0.022370541841956;0;1684;1554;24/05/2018
0;0.022323898714985;1;1684;1555;24/05/2018
1;0.022122930745007;1;1685;1556;24/05/2018
2;0.022036634757273;2;1687;1558;24/05/2018
0;0.021990295949304;0;1687;1558;24/05/2018
0;0.021963754910229;0;1687;1558;24/05/2018
0;0.021867276358015;0;1687;1558;24/05/2018
0;0.021856068242102;0;1687;1558;25/05/2018
3;0.02169190248373;0;1690;1558;25/05/2018
0;0.02169190248373;0;1690;1558;25/05/2018
2;0.02169190248373;1;1692;1559;25/05/2018
0;0.02169190248373;0;1692;1559;25/05/2018
18;0.021569405797626;0;1710;1559;25/05/2018
0;0.021553330696834;0;1710;1559;25/05/2018
2;0.021482325415503;0;1712;1559;25/05/2018
1;0.021127928825407;0;1713;1559;25/05/2018
1;0.020950155484927;0;1714;1559;25/05/2018
1;0.020699063428288;0;1715;1559;25/05/2018
0;0.020202423907156;0;1715;1559;25/05/2018
0;0.020103608449001;1;1715;1560;25/05/2018
0;0.020075518372411;0;1715;1560;25/05/2018
0;0.019895984197285;8;1715;1568;25/05/2018
0;0.019710757324772;1;1715;1569;25/05/2018
0;0.019678208687146;0;1715;1569;25/05/2018
0;0.019673744106392;7;1715;1576;28/05/2018
0;0.019470428758983;1;1715;1577;28/05/2018
0;0.019424190508779;0;1715;1577;28/05/2018
0;0.019304595284001;2;1715;1579;28/05/2018
0;0.019264823159781;0;1715;1579;28/05/2018
